aX,aY,aZ,gX,gY,gZ
206.1,570.1,855.8,-483,190,-371
229.7,533.8,824.1,-506,198,-409
244.4,507.3,798.5,-412,178,-349
260.5,493.2,794.2,-243,127,-218
260.3,488.1,794.5,-56,81,-63
252.4,493.5,796.0,103,4,83
250.2,508.7,818.3,197,-69,176
239.9,515.3,828.3,207,-73,190
350.5,-754.1,1675.5,344,-464,-200
235.2,-1019.4,1820.5,670,-564,-98
99.3,-1293.0,1997.0,1033,-706,62
-81.1,-1616.9,2191.2,1501,-893,255
-254.0,-1755.8,2293.5,2021,-1075,449
-414.6,-1760.0,2339.5,2456,-1177,389
-581.6,-1582.0,2268.1,2635,-1190,155
-688.8,-1147.4,2023.7,2411,-1277,-130
-823.6,-684.5,1652.0,1816,-1514,-481
-1033.7,-192.9,1130.9,979,-2125,-853
-1075.4,435.7,520.9,-3,-3088,-1381
-859.7,1143.9,-192.8,-1130,-3566,-2116
-538.0,1756.8,-990.3,-2080,-3062,-2774
-303.0,1975.4,-1591.0,-2329,-2314,-3017
-200.3,2091.3,-1984.3,-1681,-2042,-2542
-125.2,2262.2,-2099.3,-217,-2083,-1688
31.1,2497.2,-1859.2,1559,-2075,-1020
391.3,2850.2,-1381.3,2800,-1531,-710
613.4,3157.5,-965.5,2663,-60,-648
255.3,3256.3,-626.0,1472,1981,-946
248.9,3176.3,-245.0,453,2655,-1840
925.7,3036.0,183.4,253,1354,-2247
1368.5,2793.9,425.4,193,159,-1285
1287.1,2563.3,396.4,-155,-381,289
917.9,2291.8,198.4,-557,-733,1380
590.6,2000.3,-25.3,-778,-707,1848
366.4,1764.1,-142.9,-832,-270,1696
245.2,1647.7,-180.4,-912,528,1188
150.3,1586.0,-159.3,-1047,1352,630
61.0,1523.9,-110.0,-1201,1905,254
-69.8,1451.7,-56.4,-1319,2085,143
-250.7,1343.8,-13.3,-1280,1912,215
-385.8,1219.6,32.5,-1073,1490,327
-441.4,1070.8,88.5,-779,1058,464
-350.3,955.6,166.4,-529,699,535
-273.6,877.5,200.0,-352,501,581
-161.7,780.1,241.2,-171,443,540
-49.0,765.8,301.3,-31,573,458
-7.7,790.8,398.1,45,838,360
43.3,834.1,522.4,13,1016,263
113.5,859.1,655.6,-142,1151,235
90.2,810.7,753.2,-397,1293,300
37.6,720.0,823.1,-616,1284,325
45.6,627.6,885.1,-779,1165,246
86.4,535.2,902.7,-877,1089,88
171.2,440.5,934.4,-909,1062,-112
256.3,375.4,958.1,-944,1079,-211
309.1,331.1,964.9,-915,1055,-174
283.2,273.2,979.0,-802,950,-10
191.5,233.1,981.4,-630,760,231
113.8,205.7,1000.4,-436,493,436
77.1,182.3,1059.3,-277,305,558
72.6,157.1,1113.4,-192,235,589
101.1,157.4,1122.4,-209,218,554
192.6,119.0,1175.5,-245,140,499
260.8,139.3,1186.5,-375,131,447
300.6,152.7,1166.7,-586,197,360
346.2,141.2,1145.7,-779,304,264
355.9,112.0,1106.7,-929,381,200
321.8,71.4,1053.6,-1021,430,179
251.6,26.4,1004.7,-998,461,172
175.4,-30.0,986.4,-850,428,157
136.9,-49.0,984.5,-646,350,151
102.6,-70.8,998.6,-426,267,167
73.3,-72.1,1007.0,-201,180,209
79.1,-14.0,1034.6,1,76,273
117.4,39.0,1083.5,137,47,351
118.6,107.7,1101.5,179,61,447
107.7,183.4,1110.6,138,34,490
117.5,232.2,1119.8,22,57,443
116.9,270.5,1087.4,-167,76,333
126.4,302.1,1040.7,-356,66,195
140.9,319.6,978.1,-474,61,58
162.7,321.2,911.1,-495,79,-66
186.4,320.9,855.0,-423,116,-166
219.5,340.4,823.0,-266,127,-195
254.0,365.5,823.9,-59,76,-136
277.4,385.9,850.0,132,13,-16
286.7,417.1,898.8,245,-34,120
276.2,438.1,943.8,238,-17,239
229.0,441.4,961.6,148,16,311
184.5,455.4,945.5,36,58,310
142.4,467.9,926.3,-52,99,260
109.6,462.3,916.0,-82,133,188
80.3,468.2,881.3,-58,144,104
81.7,468.8,877.5,7,147,3
101.5,478.4,868.8,88,122,-74
123.8,490.8,866.7,169,82,-94
148.0,500.9,892.6,233,31,-62
146.2,519.5,914.8,251,-10,-5
145.4,530.8,932.9,198,-28,24
135.2,530.3,930.7,93,-25,29
119.9,531.2,919.5,-8,-37,25
126.3,521.2,903.8,-81,-58,9
123.5,512.3,878.9,-117,-59,-9
138.0,484.2,849.7,-116,-40,-36
160.2,486.7,813.7,-84,-12,-55
173.6,481.7,786.7,-14,5,-59
179.9,480.8,782.6,95,-18,-50
189.7,491.8,807.0,197,-36,-49
190.6,510.8,821.5,246,-24,-50
206.3,541.2,854.9,249,-7,-53
212.3,553.4,881.9,207,8,-28
211.3,561.6,896.6,138,-4,29
173.4,-757.1,2106.8,320,-172,-754
245.8,-1034.1,2356.6,613,-357,-803
243.5,-1282.3,2550.0,1029,-742,-584
125.7,-1415.4,2612.5,1397,-1291,-141
-111.4,-1495.2,2557.5,1656,-1828,321
-366.0,-1394.9,2538.1,1721,-2277,620
-616.0,-1212.1,2439.8,1227,-2584,471
-824.0,-1047.7,2069.4,120,-2627,-339
-885.2,-836.9,1407.8,-1125,-2343,-1611
-881.6,-482.8,555.1,-1986,-1855,-2992
-835.6,5.4,-339.6,-2046,-1364,-4096
-639.0,653.4,-1355.5,-1194,-988,-4534
-277.8,1410.0,-2201.6,648,-887,-4089
24.8,2223.8,-2325.6,3060,-1245,-2471
-13.5,2984.9,-1991.5,4761,-2536,-84
160.9,3488.5,-1141.8,5127,-4496,1642
-1.3,3725.4,-443.6,3318,-4729,1852
-229.4,3689.5,-431.1,170,-2892,344
-11.3,3169.7,-790.3,-2121,-81,-2149
528.7,2559.3,-879.6,-2443,2265,-3948
888.2,2125.6,-625.6,-1520,2736,-3650
872.4,1900.8,-338.8,-358,1283,-1604
630.1,1776.1,-93.6,632,-469,534
306.8,1721.4,186.7,1105,-1159,1598
116.6,1688.1,467.1,795,-798,1530
-6.7,1641.5,504.6,-70,28,936
-44.8,1495.0,385.2,-855,742,347
-20.1,1309.3,169.1,-1244,1048,6
16.5,1212.2,37.7,-1150,954,-33
7.3,1219.9,-22.2,-801,734,139
-16.0,1304.4,25.5,-415,646,307
7.8,1357.0,99.1,-199,698,400
80.3,1434.7,208.5,-179,813,528
46.6,1506.7,246.0,-334,948,774
-11.7,1506.5,285.1,-495,1010,1005
-59.3,1440.1,324.3,-740,1083,1017
-59.9,1327.7,332.5,-1067,1353,801
47.5,1161.2,316.3,-1299,1580,530
157.0,1098.4,278.8,-1392,1674,443
219.6,1019.4,284.9,-1239,1471,602
223.6,900.8,353.3,-933,1118,898
219.4,807.6,449.4,-657,872,1158
153.8,728.0,531.2,-473,758,1345
106.6,613.7,598.2,-327,621,1421
119.4,468.1,675.8,-175,548,1373
120.5,335.9,789.2,-82,597,1227
125.4,272.1,870.1,-125,679,1015
193.9,190.8,943.9,-173,687,794
281.8,129.3,1016.7,-184,674,652
345.1,124.4,1092.6,-187,616,639
370.9,163.2,1142.5,-208,519,776
352.2,164.1,1165.7,-221,395,992
310.9,134.6,1159.4,-213,244,1185
271.5,121.6,1118.1,-161,123,1303
228.3,130.8,1078.5,-46,83,1308
160.2,141.8,1105.0,73,131,1184
133.8,148.2,1164.1,86,179,878
158.2,130.2,1175.8,-40,301,507
184.6,127.1,1156.6,-185,428,211
225.2,139.6,1131.8,-256,431,92
275.2,179.1,1121.8,-241,349,155
266.9,178.1,1113.5,-179,206,299
246.1,203.3,1079.5,-148,57,410
251.0,208.3,1059.0,-121,-7,425
242.3,188.6,1030.9,-102,-4,389
258.6,189.0,1009.4,-69,-17,324
281.1,175.2,994.2,-31,-32,257
278.2,176.2,976.4,3,-29,207
279.0,187.5,957.9,30,-53,154
270.1,181.5,954.8,35,-55,85
270.5,233.1,931.3,-15,-63,15
305.6,282.1,934.6,-78,-67,-104
336.7,317.8,930.1,-185,0,-148
347.7,353.9,931.6,-299,23,-110
341.0,365.8,903.4,-369,21,-17
305.0,347.9,870.2,-361,0,66
268.8,309.5,847.8,-276,-21,101
224.8,285.6,835.3,-120,-32,84
224.0,261.9,825.1,97,-93,43
231.2,294.0,840.6,233,-91,4
192.2,332.8,844.0,329,-12,-72
194.0,373.6,867.3,390,-19,-157
231.6,423.8,894.9,411,-21,-184
268.4,482.6,923.1,384,-11,-122
284.9,527.5,919.6,317,-75,3
302.9,536.4,894.9,250,-125,116
279.9,547.4,853.9,200,-152,178
270.7,537.2,812.6,203,-196,151
267.4,536.2,794.6,244,-221,55
287.9,569.6,786.5,278,-230,-72
316.0,603.5,791.2,269,-178,-198
336.7,638.1,785.3,217,-127,-283
363.4,672.1,770.6,151,-104,-331
403.0,694.2,772.6,82,-79,-337
423.2,713.2,758.8,3,-44,-285
443.0,717.2,762.5,-68,-36,-187
428.0,699.5,736.8,-112,-49,-66
407.0,662.5,714.7,-77,-67,31
386.7,632.9,696.9,12,-58,86
366.5,623.5,716.5,116,-47,93
361.5,621.7,744.0,170,-29,66
338.4,619.2,763.1,163,20,24
313.5,627.0,782.8,128,58,-29
309.9,639.9,811.9,79,90,-85
506.3,-562.8,1947.4,-343,-261,-170
519.2,-887.7,2146.0,-76,-471,-30
576.2,-1185.7,2339.7,272,-685,-5
617.3,-1377.0,2480.6,592,-868,-201
572.1,-1405.8,2536.9,725,-986,-568
385.0,-1435.2,2518.9,614,-954,-1048
105.3,-1531.8,2375.9,417,-894,-1484
-217.5,-1522.1,2057.5,336,-980,-1753
-504.3,-1346.9,1666.5,493,-1109,-1883
-691.3,-968.1,1238.5,686,-1203,-1876
-878.8,-395.5,666.9,667,-1291,-1780
-1163.1,250.0,-4.4,590,-1429,-1655
-1610.9,1303.3,-831.4,481,-1845,-1712
-1548.8,2143.9,-1470.6,476,-2590,-2321
-1249.6,2727.2,-1970.7,452,-2802,-2949
-953.9,3234.1,-2254.6,697,-2291,-3419
-578.9,3488.7,-2063.6,1371,-1912,-3807
76.2,3758.3,-1582.5,1922,-1669,-3849
896.6,3820.2,-992.5,1843,-1524,-3074
1578.1,3248.2,-538.5,1215,-1617,-1360
1524.6,2490.4,-524.1,277,-1789,622
1051.6,1840.0,-635.1,-357,-1548,1639
623.4,1459.2,-549.0,-610,-621,1339
379.2,1296.5,-319.2,-835,793,372
194.1,1296.6,-39.3,-1200,1941,-447
49.9,1269.2,110.4,-1553,2252,-669
-28.3,1137.7,111.1,-1674,1942,-325
-165.1,1019.4,65.8,-1507,1467,193
-212.2,1049.3,111.3,-1181,1138,517
-256.6,1148.9,168.2,-875,1014,658
-266.2,1234.5,212.8,-721,970,714
-305.0,1314.2,186.9,-722,1071,788
-344.0,1394.0,143.6,-750,1198,836
-315.5,1420.6,161.7,-746,1306,841
-267.3,1401.0,200.3,-813,1431,824
-228.5,1299.7,250.6,-926,1562,796
-180.8,1194.0,302.9,-1047,1613,786
-154.0,1100.4,333.3,-1074,1567,830
-112.2,1039.3,398.3,-962,1425,913
-119.4,988.8,470.2,-775,1186,1068
-136.4,949.5,551.3,-607,938,1222
-119.4,897.6,571.6,-451,746,1309
-83.7,817.4,614.6,-303,626,1318
-74.8,705.5,656.1,-170,580,1253
-52.9,626.6,708.7,-66,597,1109
31.6,536.9,790.6,39,575,930
180.2,449.3,895.6,162,554,846
310.9,428.1,994.2,263,449,884
403.3,417.2,1099.3,338,306,985
445.8,389.7,1155.2,322,188,1087
433.5,376.6,1178.0,252,166,1125
385.5,311.7,1188.8,204,194,1022
341.5,250.8,1211.8,141,262,822
303.9,209.0,1215.4,42,347,627
261.8,136.0,1204.9,-25,361,502
310.2,44.0,1185.2,24,197,478
342.7,-34.4,1192.2,96,123,547
352.1,-109.3,1166.6,230,85,632
402.4,-136.9,1182.4,440,-21,680
424.7,-93.1,1227.2,562,-14,687
425.8,-23.1,1280.8,498,88,613
391.5,45.5,1299.4,243,264,470
366.6,87.2,1278.1,-82,397,302
334.8,103.1,1228.2,-367,420,166
286.9,106.4,1166.2,-547,410,96
246.0,101.1,1105.6,-607,363,49
221.9,114.3,1025.4,-571,306,14
195.4,146.5,959.9,-428,253,-20
224.2,175.8,928.9,-231,181,-44
250.1,225.1,910.0,-51,139,-31
277.6,283.6,910.5,82,88,22
297.1,338.3,905.5,133,54,95
305.9,391.9,905.2,107,58,156
280.6,425.0,912.8,37,70,193
254.5,444.7,909.9,-48,79,183
225.2,471.5,896.1,-132,88,148
200.8,485.3,872.5,-175,92,110
168.6,507.5,843.3,-181,74,54
190.0,534.2,832.2,-174,68,-31
220.0,556.1,815.9,-180,71,-95
256.2,574.9,794.0,-173,48,-94
278.6,571.3,759.5,-113,-8,-35
293.4,571.2,747.0,-14,-69,54
283.9,579.0,773.5,88,-102,140
261.9,581.7,801.9,150,-120,194
230.7,580.5,821.4,157,-118,203
203.9,570.4,825.5,132,-96,159
194.3,562.9,826.3,84,-72,83
197.8,553.6,825.7,33,-52,12
213.6,557.8,803.4,-7,-51,-33
229.1,553.6,785.8,-5,-51,-58
239.1,549.9,775.3,28,-67,-76
259.1,547.9,781.3,77,-100,-89
283.0,561.9,793.0,103,-119,-88
288.3,570.7,799.6,100,-105,-82
281.0,570.5,801.4,85,-92,-83
270.8,545.0,780.9,82,-86,-104
253.8,514.8,752.0,106,-37,-163
243.8,506.4,722.7,162,39,-246
270.8,534.5,727.9,233,123,-326
297.1,573.9,766.6,271,190,-344
320.1,623.1,790.3,254,152,-269
330.9,648.2,810.9,217,57,-136
315.2,650.4,809.0,174,-10,-17
216.3,-636.6,2073.1,-248,-188,254
98.9,-893.3,2182.8,-159,-237,224
12.3,-1071.8,2245.4,-157,-262,28
-52.5,-1279.8,2269.0,-204,-262,-330
-119.8,-1570.6,2220.0,-216,-351,-620
-221.8,-1820.2,2108.5,-127,-626,-675
-388.3,-1939.6,1947.9,78,-963,-527
-630.0,-1666.8,1609.5,162,-1290,-367
-1016.7,-1102.3,1102.9,138,-1524,-553
-1336.6,-382.3,559.6,170,-1611,-1219
-1473.9,381.0,-64.2,285,-1503,-2244
-1426.8,1268.8,-658.3,684,-1382,-3474
-790.2,2170.9,-1001.5,1169,-1303,-4283
-216.6,2699.9,-1328.1,1345,-1131,-4123
263.5,2951.7,-1616.4,1512,-1085,-3008
578.9,3082.7,-1564.8,1866,-1117,-1503
448.2,3148.2,-1338.5,2075,-928,-248
160.7,3412.2,-1105.3,1973,-883,209
527.9,3233.0,-797.8,1666,-1140,-155
989.5,2846.4,-536.8,1093,-890,-486
1165.7,2295.2,-246.8,634,-402,-687
1201.3,1852.2,-172.6,-22,-360,-608
991.9,1533.3,-330.0,-542,-216,-272
643.4,1411.4,-241.8,-559,29,-123
408.9,1441.1,-71.9,-525,165,-220
206.8,1512.1,32.1,-558,295,-383
27.8,1544.0,81.7,-684,235,-552
-67.6,1451.4,-42.6,-982,-59,-544
-64.9,1269.0,-244.9,-1022,-251,-227
-66.4,1186.3,-322.6,-617,-58,146
-77.2,1207.8,-240.5,-149,354,349
-74.1,1252.3,-150.1,106,795,456
-12.2,1336.9,-110.8,196,1071,557
102.1,1427.9,-37.3,197,1348,720
151.6,1485.1,13.4,53,1596,996
120.2,1504.0,68.8,-155,1803,1298
-47.9,1473.3,119.9,-369,1925,1442
-212.9,1421.8,214.5,-569,1932,1314
-229.0,1296.9,324.0,-784,1839,980
-156.3,1204.4,360.1,-1025,1857,677
-64.4,1091.0,379.3,-1162,1896,536
16.7,937.8,392.0,-1110,1695,626
94.4,793.0,432.1,-895,1264,871
173.4,703.2,501.5,-637,865,1133
207.9,650.1,613.0,-479,671,1332
163.6,537.2,713.6,-454,577,1408
184.8,432.7,849.0,-447,476,1357
196.9,359.5,992.7,-488,489,1304
113.7,291.7,1105.9,-579,471,1268
56.6,197.4,1205.5,-687,353,1121
80.0,94.6,1251.8,-855,276,844
117.9,13.7,1241.2,-1001,328,551
169.5,-22.3,1203.3,-1019,329,378
238.9,-71.1,1220.0,-886,218,399
278.0,-128.0,1271.5,-720,28,589
270.2,-138.5,1312.0,-632,-127,813
204.2,-133.7,1341.0,-632,-187,924
139.3,-118.0,1343.2,-657,-188,875
106.8,-85.4,1319.4,-676,-141,685
112.2,-77.3,1292.8,-638,-91,441
135.9,-66.1,1266.6,-557,-65,258
172.0,-24.5,1233.7,-451,-79,187
205.9,25.3,1219.9,-338,-132,235
213.7,70.2,1218.4,-238,-254,371
210.9,108.6,1208.8,-172,-422,515
224.2,164.1,1190.0,-150,-509,630
236.1,209.8,1140.3,-158,-542,707
247.3,244.4,1084.7,-182,-493,694
247.4,270.2,1036.6,-247,-348,576
251.0,296.6,985.4,-373,-171,365
249.6,302.3,927.0,-506,-15,100
273.5,307.2,886.7,-583,88,-149
327.0,338.4,875.6,-601,157,-306
369.3,370.1,859.5,-562,163,-287
423.2,413.7,841.4,-435,74,-81
405.6,438.1,829.2,-239,-66,264
354.8,449.4,813.9,-27,-224,563
300.9,421.0,771.7,142,-217,623
275.0,394.3,744.0,264,29,453
247.5,379.2,714.1,320,347,122
238.4,372.5,702.4,363,608,-252
312.8,383.4,728.0,408,721,-507
370.1,438.8,769.5,413,753,-516
377.3,483.7,805.2,422,668,-308
364.2,504.0,829.0,460,464,3
308.5,537.5,848.5,460,288,300
233.6,545.8,838.1,454,177,420
219.8,554.4,849.9,437,114,369
207.9,571.7,862.8,388,60,262
238.8,577.4,879.1,305,-47,144
253.4,568.6,857.4,187,-90,32
251.8,541.4,828.9,106,-56,-113
269.5,524.6,813.6,92,-21,-255
308.1,531.3,821.3,125,-6,-315
351.6,562.2,848.8,157,-16,-262
357.8,587.4,869.0,151,-71,-109
351.8,602.4,869.1,112,-163,57
336.7,600.4,852.2,49,-204,164
304.8,570.8,815.0,-5,-183,171
293.5,546.3,793.2,-18,-122,80
299.8,537.2,788.5,-16,-54,-45
322.7,524.5,793.6,-11,-20,-134
319.4,515.0,794.5,-9,-8,-165
332.8,519.5,816.3,-7,-11,-170
236.2,-478.0,2011.0,-1111,63,-87
308.1,-649.5,2009.5,-1402,258,-490
391.9,-818.9,1997.8,-1516,380,-717
388.3,-1083.4,1995.1,-1390,342,-698
258.4,-1364.7,1978.1,-993,119,-378
46.5,-1585.0,1953.2,-381,-291,115
-274.9,-1677.0,1915.9,312,-853,644
-628.2,-1619.7,1863.7,838,-1518,1068
-1151.6,-1280.9,1736.4,861,-2144,1092
-1440.5,-961.0,1530.9,222,-2782,254
-1398.6,-636.5,881.1,-1047,-2862,-1187
-1347.9,-170.9,-60.0,-1994,-1949,-2639
-1322.1,648.2,-985.8,-1938,-1039,-3657
-1113.9,1707.6,-1658.6,-946,-908,-4098
-342.8,2695.5,-2009.6,399,-1208,-3708
432.5,3281.9,-1941.6,1893,-1186,-3112
1168.5,3270.6,-1326.5,2900,-1483,-1816
1058.5,3360.1,-788.5,2918,-1413,-447
341.6,3814.8,-354.2,2186,-697,-236
423.5,3638.7,169.7,1070,153,-1444
822.3,3247.9,369.8,-256,988,-2282
903.5,2766.0,383.3,-1024,1151,-1789
865.5,2335.8,307.0,-1176,36,-578
835.3,1902.3,175.1,-1048,-1422,769
641.1,1545.7,-78.2,-878,-2084,1762
426.3,1276.0,-241.3,-521,-1778,1973
240.2,1138.3,-255.2,-180,-773,1528
115.2,1137.3,-164.8,-19,375,872
50.4,1196.7,-17.7,-33,1289,322
5.7,1254.0,112.5,-143,1785,30
-6.5,1350.4,215.2,-213,1877,-15
41.7,1509.1,342.5,-281,1730,70
162.7,1620.5,419.7,-503,1608,303
185.0,1680.2,367.1,-789,1618,732
162.1,1618.7,301.3,-917,1554,1116
124.8,1461.1,291.1,-889,1421,1376
115.8,1231.6,312.3,-731,1273,1452
168.6,988.4,366.4,-534,1182,1309
267.4,782.0,435.1,-383,1175,1076
312.7,607.8,514.6,-224,1152,875
332.6,490.6,605.2,-58,1055,710
298.4,423.3,712.5,132,852,620
296.3,402.6,842.3,257,598,560
338.2,400.6,964.3,253,393,532
360.8,348.9,1068.2,222,378,595
343.2,295.2,1183.8,102,455,683
272.2,220.5,1202.7,-147,521,694
243.4,17.9,1217.2,-273,521,578
234.9,-181.9,1207.4,-255,458,433
251.2,-305.4,1182.4,-121,354,327
278.0,-346.6,1177.7,92,247,257
305.0,-347.5,1229.3,304,111,231
341.5,-284.3,1270.0,370,23,222
362.1,-238.1,1316.7,325,28,213
371.9,-187.5,1346.4,178,39,195
376.9,-148.5,1335.3,-18,51,187
380.8,-121.9,1324.9,-197,68,175
357.7,-124.2,1316.0,-356,118,164
314.9,-119.9,1270.0,-476,185,156
256.3,-134.3,1218.5,-496,266,129
174.3,-146.9,1165.0,-421,293,79
120.3,-144.2,1129.0,-266,238,0
123.1,-112.8,1107.0,-70,161,-70
144.2,-46.8,1101.5,99,152,-101
172.9,28.4,1126.5,195,199,-70
192.8,106.9,1144.8,176,190,56
186.4,185.4,1131.7,88,129,234
189.6,242.4,1115.8,2,79,350
166.4,273.4,1081.2,-95,87,380
137.0,294.0,1042.1,-167,104,314
164.1,296.2,997.4,-207,132,177
177.0,296.0,943.5,-206,191,52
185.3,283.8,885.6,-130,206,-49
218.3,277.8,849.7,1,180,-125
238.3,288.5,829.0,146,161,-150
257.1,322.8,845.7,266,124,-128
271.1,382.8,888.8,301,99,-65
251.9,440.4,917.9,233,73,22
240.8,475.1,928.4,117,30,72
232.9,505.3,914.3,-12,13,65
218.4,511.9,893.9,-90,22,10
216.9,501.1,861.8,-109,31,-62
229.5,481.2,845.5,-66,40,-138
245.7,464.9,839.5,-5,20,-176
251.4,441.5,823.5,66,-20,-169
246.9,415.2,820.0,151,-68,-142
247.3,401.1,837.0,212,-110,-105
233.6,400.4,847.7,235,-153,-59
241.2,402.1,858.6,225,-208,-29
258.3,415.4,873.2,170,-223,-19
264.5,423.2,872.1,62,-207,-32
287.4,433.8,846.9,-46,-165,-66
318.4,438.3,807.6,-107,-100,-86
329.9,418.0,764.9,-80,-49,-70
326.5,396.3,737.1,28,-43,-50
324.5,379.7,729.2,191,-37,-37
298.3,381.5,746.9,348,-39,-48